symbol,YahooSymbolClean,industry,Main Industry,Sub Industry,country,HQ_Lat,HQ_Lon,HQ_Resolved_Address,companyName,exchange_code,inclusion_reason,product_url,marketCapBillions,marketCap,revenue,netIncome,price,peRatio,growthRevenue,growthNetIncome,returnOnAssetsTTM,returnOnEquityTTM,fcc_cik
KTOS,KTOS,Aerospace & Defense,Aerospace/Defense,,United States,,,,"Kratos Defense & Security Solutions, Inc.",NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,16.4929106,16492910595,1136300000,16300000,97.71,977.1,0.09565133545,2.831460674,0.005607765789,0.00959677019,
NN,NN,Internet Content & Information,Internet Content & Information,,United States,,,,NextNav Inc.,NASDAQ,Offers geospatial technology solutions including nav services and products.,,1.921413437,1921413437,5669000,-101879000,14.45,-11.12,0.4678922838,-0.420213285,-0.6529993028,-8.935536309,
PH,PH,Industrial - Machinery,Industrial,Machinery,United States,,,,Parker-Hannifin Corporation,NASDAQ,Manufactures industrial machinery with integrated GPS and positioning systems for construction and manufacturing.,,98.51356179,98513561793,19850000000,3531000000,767.84,28.4,-0.003994358945,0.2414673293,0.1197134332,0.2660587833,
OHB,OHB,Geospatial Technology,Technology,POSITIONINGNavigation&Timing,Germany,,,,,XETR,"Company listed in The Geospatial Index under POSITIONINGNAVIGATION&TIMING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ORBI,ORBI,Geospatial Technology,Technology,POSITIONINGNavigation&Timing,Israel,,,,,TASE,"Company listed in The Geospatial Index under POSITIONINGNAVIGATION&TIMING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ROK,ROK,Industrial - Machinery,Industrial,Machinery,United States,,,,"Rockwell Automation, Inc.",NASDAQ,Manufactures industrial machinery with integrated GPS and positioning systems for construction and manufacturing.,,39.57128602,39571286024,8262100000,952500000,351.95,41.31,-0.08726248343,-0.3105320304,0.08667024033,0.281488252,
SAF,SAF,Geospatial Technology,Technology,POSITIONINGNavigation&Timing,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under POSITIONINGNAVIGATION&TIMING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SESG,SESG,Geospatial Technology,Technology,POSITIONINGNavigation&Timing,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under POSITIONINGNAVIGATION&TIMING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TER,TER,Semiconductors,Semiconductors,,United States,,,,"Teradyne, Inc.",NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,23.44634101,23446341009,2819880000,542372000,147.3931,48.97,0.05364948149,0.2086230256,0.1247174936,0.1652496391,
VSAT,VSAT,Communication Equipment,Communication Equipment,,United States,,,,"Viasat, Inc.",NASDAQ,Manufactures communication equipment with GPS/positioning capabilities and location-aware networking solutions.,,4.257233491,4257233491,4519571000,-574962000,31.7082,-6.82,0.05504816098,0.4621013674,-0.04017802058,-0.1272547254,
VIAV,VIAV,Communication Equipment,Communication Equipment,,United States,,,,Viavi Solutions Inc.,NASDAQ,Manufactures communication equipment with GPS/positioning capabilities and location-aware networking solutions.,,2.863597676,2863597676,1084300000,34800000,12.8271,85.51,0.08386645342,2.348837209,0.01745410773,0.04810117834,
AGCO,AGCO,Agricultural - Machinery,Agricultural,Machinery,United States,,,,AGCO Corporation,NASDAQ,Produces agricultural machinery with GPS guidance systems and precision farming technology for crop management.,,8.151140496,8151140496,11661900000,-424800000,109.235,81.52,-0.1908426078,-1.362642991,0.008091114397,0.0251047607,
CNHI,CNHI,Geospatial Technology,Technology,PRECISIONAGRICULTURE,Austria,,,,,VIE,"Company listed in The Geospatial Index under PRECISIONAGRICULTURE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
DE,DE,Agricultural - Machinery,Agricultural,Machinery,United States,,,,Deere & Company,NASDAQ,Produces agricultural machinery with GPS guidance systems and precision farming technology for crop management.,https://www.deere.com/en/technology-products/precision-ag-technology/,125.404754,125404754031,50518000000,7100000000,463.89,24.86,-0.1614991369,-0.3015935471,0.04829479581,0.2197579582,
LNN,LNN,Agricultural - Machinery,Agricultural,Machinery,United States,,,,Lindsay Corporation,NASDAQ,Produces agricultural machinery with GPS guidance systems and precision farming technology for crop management.,,1.546343219,1546343219,607074000,66257000,142.36,20.51,-0.09940897574,-0.08458254466,0.09035479026,0.1508547579,
ADI,ADI,Semiconductors,Semiconductors,,United States,,,,"Analog Devices, Inc.",NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,121.8380909,121838090916,9427157000,1635273000,245.7455,62.37,-0.2339094614,-0.5066423217,0.04062192036,0.05619719939,
AVGO,AVGO,Semiconductors,Semiconductors,,United States,,,,Broadcom Inc.,NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,1600.031237,1600031236835,51574000000,5895000000,340.56,87.32,0.4398503587,-0.5813804857,0.1143091758,0.270138765,
MRVL,MRVL,Semiconductors,Semiconductors,,United States,,,,"Marvell Technology, Inc.",NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,74.57199576,74571995764,5767300000,-885000000,86.485,-720.71,0.04713401238,0.05185343904,-0.005022757854,-0.007725887889,
ONSE,ONSE,Geospatial Technology,Technology,SEMICONDUCTOR,Austria,,,,,VIE,"Company listed in The Geospatial Index under SEMICONDUCTOR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
QCOM,QCOM,Semiconductors,Semiconductors,,United States,,,,QUALCOMM Incorporated,NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,183.9181396,183918139600,38962000000,10142000000,170.4524,16.44,0.08771635958,0.4023783186,0.211038606,0.4284538028,
MCHP,MCHP,Semiconductors,Semiconductors,,United States,,,,Microchip Technology Incorporated,NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,36.64964619,36649646186,4401600000,-500000,67.91,-199.74,-0.4234517447,-1.000262206,-0.009906872726,-0.02261953755,
NOD,NOD,Geospatial Technology,Technology,SEMICONDUCTOR,Norway,,,,,OSL,"Company listed in The Geospatial Index under SEMICONDUCTOR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
NXPI,NXPI,Semiconductors,Semiconductors,,United States,,,,NXP Semiconductors N.V.,NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,58.31284525,58312845251,12614000000,2510000000,231.295,27.6,-0.04986441699,-0.1026099392,0.08506930693,0.2292422625,
QRVO,QRVO,Semiconductors,Semiconductors,,United States,,,,"Qorvo, Inc.",NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,8.691071883,8691071883,3718971000,55615000,93.8011,114.39,-0.01340626597,1.790862035,0.01347139253,0.02372837029,
SMTC,SMTC,Semiconductors,Semiconductors,,United States,,,,Semtech Corporation,NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,6.313591292,6313591292,909287000,-161896000,72.7771,115.52,0.04665165673,0.8517476626,0.01692528194,0.06243567348,
SWKS,SWKS,Semiconductors,Semiconductors,,United States,,,,"Skyworks Solutions, Inc.",NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,11.54024341,11540243412,4178000000,596000000,77.75,30.98,-0.1245494929,-0.3935693936,0.05135716693,0.06513715465,
SITM,SITM,Semiconductors,Semiconductors,,United States,,,,SiTime Corporation,NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,8.110118787,8110118787,202697000,-93601000,311.88,-89.36,0.4076864848,-0.1622400199,-0.06475586541,-0.1030795363,
STMPA,STMPA,Geospatial Technology,Technology,SEMICONDUCTOR,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under SEMICONDUCTOR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TXN,TXN,Semiconductors,Semiconductors,,United States,,,,Texas Instruments Incorporated,NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,166.5357466,166535746617,15641000000,4799000000,183.18,33.49,-0.1071978994,-0.2628264209,0.1443048121,0.3010450881,
UBXN,UBXN,Geospatial Technology,Technology,SEMICONDUCTOR,Unknown,,,,,SIX,"Company listed in The Geospatial Index under SEMICONDUCTOR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
UNIBAP,UNIBAP,Geospatial Technology,Technology,SEMICONDUCTOR,Sweden,,,,,OMXSTO,"Company listed in The Geospatial Index under SEMICONDUCTOR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SYNA,SYNA,Semiconductors,Semiconductors,,United States,,,,Synaptics Incorporated,NASDAQ,"Manufactures semiconductors including GPS chips, location processors, and spatial computing hardware for various devices.",,2.709742839,2709742839,1074300000,-47800000,70.1,-57.46,0.1197623515,-1.380573248,-0.01849558892,-0.03398929835,
NTAR,NTAR,Geospatial Technology,Technology,SPATIALCOMPUTING,Canada,,,,,CSE,"Company listed in The Geospatial Index under SPATIALCOMPUTING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
VRAR,VRAR,Geospatial Technology,Technology,SPATIALCOMPUTING,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under SPATIALCOMPUTING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
VERS,VERS,Geospatial Technology,Technology,SPATIALCOMPUTING,Unknown,,,,,NEO,"Company listed in The Geospatial Index under SPATIALCOMPUTING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
WLDS,WLDS,Geospatial Technology,Technology,SPATIALCOMPUTING,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under SPATIALCOMPUTING category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ALL,ALL,Geospatial Technology,Technology,SPATIALFINANCE,United States,,,,,NYSE,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ALV,ALV,Auto - Parts,Auto,Parts,United States,,,,"Autoliv, Inc.",NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,9.72763378,9727633780,10390000000,646000000,126.65,14.01,-0.008114558473,0.3237704918,0.08435582822,0.3047740835,
CS,CS,Geospatial Technology,Technology,SPATIALFINANCE,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
BLK,BLK,Geospatial Technology,Technology,SPATIALFINANCE,United States,,,,,NYSE,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
FDS,FDS,Geospatial Technology,Technology,SPATIALFINANCE,United States,,,,,NYSE,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
HIPO,HIPO,Geospatial Technology,Technology,SPATIALFINANCE,United States,,,,,NYSE,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
ICE,ICE,Geospatial Technology,Technology,SPATIALFINANCE,United States,,,,,NYSE,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
JPM,JPM,Geospatial Technology,Technology,SPATIALFINANCE,United States,,,,,NYSE,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,19617
LSEG,LSEG,Geospatial Technology,Technology,SPATIALFINANCE,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MCO,MCO,Geospatial Technology,Technology,SPATIALFINANCE,United States,,,,,NYSE,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MORN,MORN,Geospatial Technology,Technology,SPATIALFINANCE,United States,,,,,NASDAQ,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MSCI,MSCI,Geospatial Technology,Technology,SPATIALFINANCE,United States,,,,,NYSE,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
MUV,MUV,Geospatial Technology,Technology,SPATIALFINANCE,Germany,,,,,XETR,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
QBE,QBE,Geospatial Technology,Technology,SPATIALFINANCE,Australia,,,,,ASX,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
RY,RY,Geospatial Technology,Technology,SPATIALFINANCE,Canada,,,,,TSX,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SPGI,SPGI,Geospatial Technology,Technology,SPATIALFINANCE,United States,,,,,NYSE,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SREN,SREN,Geospatial Technology,Technology,SPATIALFINANCE,Unknown,,,,,SIX,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TRV,TRV,Geospatial Technology,Technology,SPATIALFINANCE,United States,,,,,NYSE,"Company listed in The Geospatial Index under SPATIALFINANCE category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
AMTM,AMTM,Aerospace & Defense,Aerospace/Defense,,United States,,,,"Amentum Holdings, Inc.",NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,6.350741836,6350741836,8388000000,-82000000,26.1,124.29,0.06650622453,0.7386037616,0.004403794038,0.01167227834,
BA.,BA.,Geospatial Technology,Technology,WAR,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under WAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
BBAI,BBAI,Information Technology Services,Information Technology Services,,United States,,,,"BigBear.ai Holdings, Inc.",NASDAQ,"Provides IT services including geospatial consulting, GIS implementation, and location intelligence solutions.",,2.689451701,2689451701,158236000,-257094000,7.255,-4.74,0.01979840685,-3.258920584,-0.6854090615,-2.939305697,
CACI,CACI,Information Technology Services,Information Technology Services,,United States,,,,CACI International Inc,NASDAQ,"Provides IT services including geospatial consulting, GIS implementation, and location intelligence solutions.",,11.64505517,11645055168,8627824000,499830000,529.47,22.99,0.1263724844,0.1902868138,0.05779986535,0.1334804789,
CAE,CAE,Geospatial Technology,Technology,WAR,Canada,,,,,TSX,"Company listed in The Geospatial Index under WAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
CNC,CNC,Geospatial Technology,Technology,WAR,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under WAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
GD,GD,Aerospace & Defense,Aerospace/Defense,,United States,,,,General Dynamics Corporation,NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",https://www.gd.com/our-businesses/technologies,92.78521842,92785218423,47716000000,3782000000,344.935,23.17,0.1287850114,0.1408748115,0.07182534102,0.1799187592,
HAL,HAL,Oil & Gas Equipment & Services,Energy,,United States,,,,Halliburton Company,NASDAQ,"Uses geospatial technology in business operations including location analytics, asset tracking, or spatial data management.",,20.84185838,20841858383,22944000000,2501000000,24.445,11.48,-0.003214875315,-0.05193328279,0.07337352721,0.1787205452,
HII,HII,Aerospace & Defense,Aerospace/Defense,,United States,,,,"Huntington Ingalls Industries, Inc.",NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,11.21732678,11217326778,11535000000,550000000,285.86,21.4,0.007071765322,-0.1923641703,0.04339560258,0.1133664435,
LDOS,LDOS,Information Technology Services,Information Technology Services,,United States,,,,"Leidos Holdings, Inc.",NASDAQ,"Provides IT services including geospatial consulting, GIS implementation, and location intelligence solutions.",,25.26559359,25265593591,16662000000,1254000000,196.93,18.58,0.07928488146,5.301507538,0.1034762713,0.3125104486,
DRS,DRS,Aerospace & Defense,Aerospace/Defense,,United States,,,,"Leonardo DRS, Inc.",NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,11.91435509,11914355094,3234000000,213000000,44.77,46.15,0.144373673,0.2678571429,0.06128953175,0.09801999608,
LMT,LMT,Aerospace & Defense,Aerospace/Defense,,United States,,,,Lockheed Martin Corporation,NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",https://www.lockheedmartin.com/en-us/capabilities/space.html,117.9208651,117920865135,71043000000,5336000000,505.09,28.33,0.05138298974,-0.2289017341,0.07141158485,0.6581604697,
MOG.A,MOG.A,Geospatial Technology,Technology,WAR,United States,,,,,NYSE,"Company listed in The Geospatial Index under WAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
NOC,NOC,Aerospace & Defense,Aerospace/Defense,,United States,,,,Northrop Grumman Corporation,NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,87.22707263,87227072634,41033000000,4174000000,609.2,22.48,0.04436243319,1.030155642,0.07977593982,0.260856628,
PAR,PAR,Software - Application,Software,Application,United States,,,,PAR Technology Corporation,NASDAQ,"Develops software applications with geospatial features, mapping capabilities, or location-based services.",,1.583473625,1583473625,349982000,-4987000,39.02,-17.04,-0.1583390048,0.9285038422,-0.0619936195,-0.1053611084,
QQ.,QQ.,Geospatial Technology,Technology,WAR,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under WAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
RHM,RHM,Geospatial Technology,Technology,WAR,Germany,,,,,XETR,"Company listed in The Geospatial Index under WAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
RTX,RTX,Aerospace & Defense,Aerospace/Defense,,United States,,,,RTX Corporation,NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",https://www.rtx.com/who-we-are/our-businesses/collins-aerospace,223.4580466,223458046558,80738000000,4774000000,166.9414,36.69,0.171474173,0.4942097027,0.03677178875,0.1002675542,
SAAB,SAAB,Geospatial Technology,Technology,WAR,Sweden,,,,,OMXSTO,"Company listed in The Geospatial Index under WAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SRP,SRP,Geospatial Technology,Technology,WAR,United Kingdom,,,,,LSE,"Company listed in The Geospatial Index under WAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
SAIC,SAIC,Information Technology Services,Information Technology Services,,United States,,,,Science Applications International Corporation,NASDAQ,"Provides IT services including geospatial consulting, GIS implementation, and location intelligence solutions.",,4.686401953,4686401953,7479000000,362000000,101.8296,12.17,0.00470177324,-0.2410901468,0.07671601615,0.2569634519,
SNPS,SNPS,Software - Infrastructure,Software,Infrastructure,United States,,,,"Synopsys, Inc.",NASDAQ,"Provides software infrastructure platforms that include geospatial databases, spatial analytics, and location services.",,87.93613285,87936132847,6127436000,2263380000,473.43,63.72,0.1500537917,0.8403139148,0.04141860661,0.1431332495,
HO,HO,Geospatial Technology,Technology,WAR,Europe,,,,,EURONEXT,"Company listed in The Geospatial Index under WAR category. Listed as geospatial technology provider with spatial computing, mapping, or location-based services.",,,,,,,,,,,,
TXT,TXT,Aerospace & Defense,Aerospace/Defense,,United States,,,,Textron Inc.,NASDAQ,"Designs aerospace and defense systems including satellite technology, navigation systems, and military geospatial intelligence.",,15.51633504,15516335036,13702000000,824000000,87.07,19.44,0.001388584375,-0.105320304,0.04778636683,0.1130859578,
